Build Title,CPU_component_name,CPU_Core_Count,CPU_Performance_Core_Clock,CPU_Socket,CPU Cooler_component_name,CPU Cooler_Water_Cooled,CPU Cooler_Radiator_Size_mm,CPU Cooler_Noise_Level,Case_component_name,Case_Type,Case_Height_mm,Case_Width_mm,Case_Depth_mm,Case_ATX,Case_Mini ITX,Memory_component_name,Memory_Speed,Memory_Form_Factor,Memory_Modules,Motherboard_component_name,Motherboard_Chipset,Motherboard_Form_Factor,Motherboard_Memory_Speed,Power Supply_component_name,Power Supply_Wattage,Power Supply_Efficiency_Rating,Power Supply_Modular,Storage_component_name,Storage_Capacity,Storage_Form_Factor,Storage_NVME,Video Card_component_name,Video Card_Chipset,Video Card_Memory,Video Card_TDP
Ironman,AMD Ryzen 9 5900X 3.7 GHz 12-Core,12,3700,AM4,Unknown,Unknown,Unknown,Unknown,Lian Li O11D XL-W ATX Full Tower,ATX Full Tower,471.0,285.0,513.0,1,1,G.Skill Trident Z Neo 64 GB (2 x 32 GB) DDR4-3200 CL16,3200,DDR4,2 x 32GB,Asus ROG Crosshair VIII Dark Hero ATX AM4,AMD X570,ATX,4866,Unknown,Unknown,Unknown,Unknown,Samsung 970 Evo Plus 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,2000,M.2-2280,True,EVGA FTW3 ULTRA GAMING LE iCX3 GeForce RTX 3080 Ti 12 GB,GeForce RTX 3080 Ti,12,350
Itza PC,Intel Core i7-13700K 3.4 GHz 16-Core,16,3400,LGA1700,Unknown,Unknown,Unknown,Unknown,HYTE Y40 ATX Mid Tower,ATX Mid Tower,472.0,240.0,439.0,1,1,Corsair Dominator Platinum RGB 32 GB (2 x 16 GB) DDR5-5600 CL36,5600,DDR5,2 x 16GB,Asus ROG STRIX B760-A GAMING WIFI ATX LGA1700,Intel B760,ATX,7800,Unknown,Unknown,Unknown,Unknown,Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4080,16,320
Jack-of-All-Trades SFF College Build,AMD Ryzen 5 5600X 3.7 GHz 6-Core,6,3700,AM4,ID-COOLING FROSTFLOW X 74.5 CFM Liquid,True,240.0,26.6,Lian Li A4-H20 A4 Mini ITX Desktop,Mini ITX Desktop,326.0,140.0,244.0,0,1,Mushkin Enhanced Redline Stiletto 32 GB (2 x 16 GB) DDR4-3600 CL16,3600,DDR4,2 x 16GB,ASRock B550M-ITX/ac Mini ITX AM4,AMD B550,Mini ITX,4600,Phanteks Revolt SFX 650 W 80+ Gold Certified Fully Modular SFX,650,80+ Gold,Fully Modular,"Crucial MX500 2 TB 2.5"" SSD",2000,"2.5""",False,Sapphire PULSE Radeon RX 6700 XT 12 GB,Radeon RX 6700 XT,12,230
Jade Terra 4080 super without a case fan,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Noctua NH-L12S 55.44 CFM,False,0.0,20.35,Fractal Design Terra Mini ITX Desktop,Mini ITX Desktop,343.0,153.0,218.0,0,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock B650I Lightning Wifi Mini ITX AM5,AMD B650,Mini ITX,7200,Phanteks Revolt SFX 850 W 80+ Platinum Certified Fully Modular SFX,850,80+ Platinum,Fully Modular,Crucial P3 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4080 SUPER,16,320
Jade Toaster,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Noctua NH-L12S 55.44 CFM,False,0.0,20.35,Fractal Design Terra Mini ITX Desktop,Mini ITX Desktop,343.0,153.0,218.0,0,1,G.Skill Ripjaws S5 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,MSI MPG B650I EDGE WIFI Mini ITX AM5,AMD B650,Mini ITX,6600,Unknown,Unknown,Unknown,Unknown,Samsung 980 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4070 SUPER,12,220
Jason's Build,Intel Core i9-12900K 3.2 GHz 16-Core,16,3200,LGA1700,Unknown,Unknown,Unknown,Unknown,HYTE Y60 ATX Mid Tower,ATX Mid Tower,535.0,372.0,540.0,1,1,Corsair Dominator Platinum RGB 64 GB (2 x 32 GB) DDR5-5600 CL40,5600,DDR5,2 x 32GB,Asus ROG STRIX Z690-E GAMING WIFI ATX LGA1700,Intel Z690,ATX,6400,Unknown,Unknown,Unknown,Unknown,Samsung 970 Evo Plus 2 TB M.2-2280 PCIe 3.0 X4 NVME SSD,2000,M.2-2280,True,Gigabyte GAMING OC Rev 2.0 GeForce RTX 3060 12GB 12 GB,GeForce RTX 3060 12GB,12,170
Jeffs PC,AMD Ryzen 9 7900X3D 4.4 GHz 12-Core,12,4400,AM5,Noctua NH-D12L 60.09 CFM,False,0.0,20.700000000000003,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Kingston FURY Beast RGB 16 GB (2 x 8 GB) DDR5-6000 CL36,6000,DDR5,2 x 8GB,Asus TUF GAMING B650-PLUS WIFI ATX AM5,AMD B650,ATX,6400,Unknown,Unknown,Unknown,Unknown,"Samsung 860 Evo 2 TB 2.5"" SSD",2000,"2.5""",False,Unknown,Radeon RX 9070 XT,16,304
Jericho Beast,AMD Ryzen 5 5500 3.6 GHz 6-Core,6,3600,AM4,Unknown,Unknown,Unknown,Unknown,Cooler Master MasterBox Q300L MicroATX Mini Tower,MicroATX Mini Tower,387.0,230.0,378.0,0,1,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,MSI B450M-A PRO MAX II Micro ATX AM4,AMD B450,Micro ATX,4133,Unknown,0,Unknown,Unknown,TEAMGROUP MP44L 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 3060 8GB,8,170
Jonnys Sim Racing Build,AMD Ryzen 7 5700X 3.4 GHz 8-Core,8,3400,AM4,Unknown,Unknown,Unknown,Unknown,SAMA AR01-RGB MicroATX Mini Tower,MicroATX Mini Tower,462.28,223.52,447.04,0,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR4-3600 CL18,3600,DDR4,2 x 16GB,MSI B550M PRO-VDH WIFI Micro ATX AM4,AMD B550,Micro ATX,4400,ADATA XPG Core Reactor II 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,MSI SPATIUM M461 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,XFX Speedster MERC 319 CORE Radeon RX 6800 XT 16 GB,Radeon RX 6800 XT,16,300
Jonsbo D32 with 7800X3D and 5070 TI,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Thermalright Phantom Spirit EVO 69 CFM,False,0.0,27.0,Jonsbo D32 STD MicroATX Desktop,MicroATX Desktop,395.0,207.0,314.0,0,1,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-6000 CL28,6000,DDR5,2 x 16GB,MSI B650M GAMING PLUS WIFI Micro ATX AM5,AMD B650,Micro ATX,7200,Unknown,Unknown,Unknown,Unknown,Kingston Fury Renegade 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5070 Ti,16,300
Jonsbo Jonsplus Z20 Build - Ryzen 5 7600 Air cooled & 6750 XT,AMD Ryzen 5 7600 3.8 GHz 6-Core,6,3800,AM5,Unknown,Unknown,Unknown,Unknown,Jonsbo Jonsplus Z20 MicroATX Desktop,MicroATX Desktop,382.0,198.0,335.0,0,1,Corsair Vengeance 32 GB (2 x 16 GB) DDR5-5600 CL40,5600,DDR5,2 x 16GB,ASRock B650M Pro RS WiFi Micro ATX AM5,AMD B650,Micro ATX,6200,SeaSonic FOCUS GX 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,Western Digital Black SN770 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 6750 XT,12,250
Jonsbo TK1 case swap for the Mrs.,AMD Ryzen 7 3700X 3.6 GHz 8-Core,8,3600,AM4,Unknown,Unknown,Unknown,Unknown,Jonsbo TK-1 MicroATX Mini Tower,MicroATX Mini Tower,310.0,299.0,345.0,0,1,Unknown,Unknown,Unknown,Unknown,ASRock B550M Steel Legend Micro ATX AM4,AMD B550,Micro ATX,4533,Unknown,Unknown,Unknown,Unknown,Silicon Power A80 512 GB M.2-2280 PCIe 3.0 X4 NVME SSD,512,M.2-2280,True,Sapphire NITRO+ Radeon RX 6600 XT 8 GB,Radeon RX 6600 XT,8,180
Jonsbo z20 Black,AMD Ryzen 7 7700X 4.5 GHz 8-Core,8,4500,AM5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Kingston FURY Beast 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus PRIME B650M-A AX II Micro ATX AM5,AMD B650,Micro ATX,6400,Unknown,Unknown,Unknown,Unknown,Samsung 970 Evo Plus 500 GB M.2-2280 PCIe 3.0 X4 NVME SSD,500,M.2-2280,True,Unknown,GeForce RTX 4060 Ti,8,160
Jonsplus Z20 9800X3D,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Jonsbo Jonsplus Z20 MicroATX Desktop,MicroATX Desktop,382.0,198.0,335.0,0,1,G.Skill Ripjaws S5 64 GB (2 x 32 GB) DDR5-6400 CL32,6400,DDR5,2 x 32GB,Asus TUF GAMING B650M-E WIFI Micro ATX AM5,AMD B650,Micro ATX,6400,Thermaltake Toughpower SFX 1000 W 80+ Platinum Certified Fully Modular SFX,1000,80+ Platinum,Fully Modular,Crucial T700 4 TB M.2-2280 PCIe 5.0 X4 NVME SSD,4000,M.2-2280,True,EVGA XC3 ULTRA GAMING iCX3 GeForce RTX 3080 Ti 12 GB,GeForce RTX 3080 Ti,12,350
JoyBoy,AMD Ryzen 7 7700X 4.5 GHz 8-Core,8,4500,AM5,Lian Li Galahad II LCD SL-INF 79.9 CFM Liquid,True,360.0,29.0,HYTE Y70 ATX Mid Tower,ATX Mid Tower,470.0,320.0,470.0,1,1,G.Skill Trident Z5 RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,Gigabyte B650E AORUS ELITE X AX ICE ATX AM5,AMD B650E,ATX,8000,Unknown,Unknown,Unknown,Unknown,Corsair MP700 2 TB M.2-2280 PCIe 5.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 7800 XT,16,263
Just be Kaws,Intel Core i7-14700K 3.4 GHz 20-Core,20,3400,LGA1700,Unknown,Unknown,Unknown,Unknown,Montech AIR 903 MAX ATX Mid Tower,ATX Mid Tower,478.0,230.0,493.0,1,1,TEAMGROUP T-Force Delta RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte Z790 EAGLE AX ATX LGA1700,Intel Z790,ATX,7400,be quiet! Pure Power 12 M 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,Western Digital Black SN770 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Radeon RX 7800 XT,16,263
Just in the Mood,Intel Core i7-12700K 3.6 GHz 12-Core,12,3600,LGA1700,Noctua NH-D9L chromax.black 46.44 CFM,False,0.0,19.55,Fractal Design Mood Mini ITX Tower,Mini ITX Tower,212.0,212.0,453.0,0,1,G.Skill Ripjaws S5 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Asus ROG STRIX Z690-I GAMING WIFI Mini ITX LGA1700,Intel Z690,Mini ITX,6400,Thermaltake Toughpower SFX 1000 W 80+ Gold Certified Fully Modular SFX,1000,80+ Gold,Fully Modular,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
Kabocha,AMD Ryzen 5 5600G 3.9 GHz 6-Core,6,3900,AM4,Noctua NH-L9a-AM4 33.84 CFM,False,0.0,19.200000000000003,teenage engineering Computer-1 Mini ITX Desktop,Mini ITX Desktop,190.0,170.0,322.0,0,1,PNY XLR8 32 GB (2 x 16 GB) DDR4-3200 CL16,3200,DDR4,2 x 16GB,Gigabyte X570SI AORUS PRO AX Mini ITX AM4,AMD X570,Mini ITX,5200,Unknown,Unknown,Unknown,Unknown,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,Unknown,Unknown,Unknown
King 95 Ultra,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Montech KING 95 PRO ATX Mid Tower,ATX Mid Tower,475.0,300.0,442.0,1,1,G.Skill Trident Z5 Neo RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,MSI MPG X870E CARBON WIFI ATX AM5,AMD X870E,ATX,8400,Lian Li EDGE 1300 W 80+ Platinum Certified Fully Modular ATX,1300,80+ Platinum,Fully Modular,Samsung 990 Pro 4 TB M.2-2280 PCIe 4.0 X4 NVME SSD,4000,M.2-2280,True,Unknown,GeForce RTX 5090,32,575
King 95 Ultra Build,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,ASRock B850 LiveMixer WiFi ATX AM5,AMD B850,ATX,8000,SeaSonic VERTEX GX-1000 1000 W 80+ Gold Certified Fully Modular ATX,1000,80+ Gold,Fully Modular,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Unknown,Unknown,Unknown
Kulantai’s Pc,AMD Ryzen 7 7700X 4.5 GHz 8-Core,8,4500,AM5,Unknown,Unknown,Unknown,Unknown,Zalman P30 MicroATX Mini Tower,MicroATX Mini Tower,453.0,235.0,429.0,0,1,Corsair Vengeance RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Gigabyte B850M GAMING X WIFI6E Micro ATX AM5,AMD B850,Micro ATX,8200,Unknown,Unknown,Unknown,Unknown,Lexar NM710 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
Kyles Epic Gaming PC🔥[1440p BEAST]🔥,AMD Ryzen 9 7900 3.6 GHz 12-Core,12,3600,AM5,be quiet! Dark Rock Pro 5,False,0.0,16.1,be quiet! Dark Base Pro 901 ATX Full Tower,ATX Full Tower,604.0,275.0,569.0,1,1,Corsair Dominator Platinum RGB 64 GB (2 x 32 GB) DDR5-6400 CL32,6400,DDR5,2 x 32GB,Asus TUF GAMING X670E-PLUS WIFI ATX AM5,AMD X670E,ATX,6400,Unknown,Unknown,Unknown,Unknown,Samsung 980 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5070 Ti,16,300
"LAVR: Tower 600, 5090, 9800x3D for VR Flight Sims",AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,be quiet! Silent Loop 3 78.4 CFM Liquid,True,420.0,26.849999999999998,Thermaltake The Tower 600 ATX Mid Tower,ATX Mid Tower,286.4,420.0,550.0,1,1,Corsair Dominator Titanium 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,ASRock Phantom Gaming X870E Nova WiFi ATX AM5,AMD X870E,ATX,8200,Unknown,Unknown,Unknown,Unknown,Corsair MP700 Elite 2 TB M.2-2280 PCIe 5.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 5090,32,600
LIAN LI O11D Lambo Overkill gaming pc,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Corsair Vengeance RGB 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,MSI MAG X670E TOMAHAWK WIFI ATX AM5,AMD X670E,ATX,6600,Lian Li EDGE 1000 W 80+ Platinum Certified Fully Modular ATX,1000,80+ Platinum,Fully Modular,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
LRPC_HTCP,Intel Core i7-10700KF 3.8 GHz 8-Core,8,3800,LGA1200,Unknown,Unknown,Unknown,Unknown,Lian Li O11 Dynamic Mini ATX Mid Tower,ATX Mid Tower,420.0,269.5,380.0,1,1,Corsair Vengeance LPX 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,Asus ROG STRIX Z490-E GAMING ATX LGA1200,Intel Z490,ATX,4600,Unknown,Unknown,Unknown,Unknown,Samsung 970 Evo Plus 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 3080 10GB,10,320
"LSG ""Dark League"" Build",Intel Core i5-11600K 3.9 GHz 6-Core,6,3900,LGA1200,MSI MAG CORELIQUID P360 78.73 CFM Liquid,True,360.0,24.299999999999997,Antec Dark League DF800 FLUX ATX Mid Tower,ATX Mid Tower,0.0,0.0,0.0,1,1,G.Skill Trident Z RGB 32 GB (2 x 16 GB) DDR4-3200 CL16,3200,DDR4,2 x 16GB,MSI MAG Z590 TOMAHAWK WIFI ATX LGA1200,Intel Z590,ATX,5333,Unknown,0,Unknown,Unknown,Lexar NM710 1 TB M.2-2280 PCIe 4.0 X4 NVME SSD,1000,M.2-2280,True,NVIDIA Founders Edition GeForce RTX 3070 8 GB,GeForce RTX 3070,8,220
"LSG ""Kraken X3"" Build",AMD Ryzen 5 5600 3.5 GHz 6-Core,6,3500,AM4,Unknown,Unknown,Unknown,Unknown,Montech X3 Mesh ATX Mid Tower,ATX Mid Tower,0.0,0.0,0.0,1,1,Corsair Vengeance RGB Pro 32 GB (2 x 16 GB) DDR4-3200 CL16,3200,DDR4,2 x 16GB,MSI MAG X570S TOMAHAWK MAX WIFI ATX AM4,AMD X570,ATX,5100,Unknown,Unknown,Unknown,Unknown,ADATA XPG SPECTRIX S40G RGB 1 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1000,M.2-2280,True,Asus DUAL OC V2 GeForce RTX 3070 LHR 8 GB,GeForce RTX 3070 LHR,8,220
"LSG ""Trinity PRIME"" Build",AMD Ryzen 3 3200G 3.6 GHz Quad-Core,4,3600,AM4,Unknown,Unknown,Unknown,Unknown,Aerocool Trinity Mini V2 MicroATX Mini Tower,MicroATX Mini Tower,353.4,206.5,385.0,0,1,Patriot Viper Steel 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,Asus PRIME A320M-A Micro ATX AM4,AMD A320,Micro ATX,3200,Unknown,Unknown,Unknown,Unknown,"ADATA SU630 240 GB 2.5"" SSD",240,"2.5""",False,Unknown,Unknown,Unknown,Unknown
"LSG ""Vision XR"" Build",AMD Ryzen 5 5600G 3.9 GHz 6-Core,6,3900,AM4,Unknown,Unknown,Unknown,Unknown,Montech XR ATX Mid Tower,ATX Mid Tower,435.0,230.0,450.0,1,1,Corsair Vengeance RGB Pro 16 GB (2 x 8 GB) DDR4-3200 CL16,3200,DDR4,2 x 8GB,MSI B550M PRO-VDH WIFI Micro ATX AM4,AMD B550,Micro ATX,4400,Unknown,Unknown,Unknown,Unknown,Intel 660p 1.02 TB M.2-2280 PCIe 3.0 X4 NVME SSD,1020,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
La Bestia,Intel Core i9-14900K 3.2 GHz 24-Core,24,3200,LGA1700,Unknown,Unknown,Unknown,Unknown,NZXT H9 Flow ATX Mid Tower,ATX Mid Tower,466.0,290.0,495.0,1,1,Corsair Dominator Titanium 96 GB (2 x 48 GB) DDR5-6400 CL32,6400,DDR5,2 x 48GB,MSI MPG Z790 EDGE TI MAX WIFI ATX LGA1700,Intel Z790,ATX,7800,Unknown,Unknown,Unknown,Unknown,Corsair MP600 GS 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 5090,32,575
La Computadora de Monito,AMD Ryzen 7 9700X 3.8 GHz 8-Core,8,3800,AM5,Lian Li Galahad II Lite Performance 73.14 CFM Liquid,True,240.0,29.8,Fractal Design North ATX Mid Tower,ATX Mid Tower,447.0,215.0,469.0,1,1,G.Skill Flare X5 32 GB (2 x 16 GB) DDR5-5600 CL36,5600,DDR5,2 x 16GB,Gigabyte B650 GAMING X AX V2 ATX AM5,AMD B650,ATX,8000,MSI MAG A650GL 650 W 80+ Gold Certified Fully Modular ATX,650,80+ Gold,Fully Modular,Inland Performance Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4060,8,115
Lamborghini Limited Edition,AMD Ryzen 7 7800X3D 4.2 GHz 8-Core,8,4200,AM5,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,G.Skill Trident Z5 Neo 64 GB (2 x 32 GB) DDR5-6000 CL30,6000,DDR5,2 x 32GB,Asus ROG CROSSHAIR X670E HERO ATX AM5,AMD X670E,ATX,6400,MSI MEG Ai1300P PCIE5 1300 W 80+ Platinum Certified Fully Modular ATX,1300,80+ Platinum,Fully Modular,Crucial P3 Plus 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4090,24,450
LanCool’d,AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,Unknown,Unknown,Unknown,Unknown,Lian Li Lancool 207 ATX Mid Tower,ATX Mid Tower,455.6,219.0,456.0,1,1,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6400 CL32,6400,DDR5,2 x 16GB,Gigabyte X870E AORUS ELITE WIFI7 ATX AM5,AMD X870E,ATX,8000,Unknown,Unknown,Unknown,Unknown,Samsung 990 Pro 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4070 Ti SUPER,16,285
Laserkari Server 2025,Intel Core i9-13900K 3 GHz 24-Core,24,3000,LGA1700,Unknown,Unknown,Unknown,Unknown,Thermaltake Core P5 ATX Mid Tower,ATX Mid Tower,570.0,333.0,608.0,1,1,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus ROG MAXIMUS Z690 HERO ATX LGA1700,Intel Z690,ATX,6400,Asus ROG Strix 750 W 80+ Gold Certified Fully Modular ATX,750,80+ Gold,Fully Modular,Samsung 960 Evo 250 GB M.2-2280 PCIe 3.0 X4 NVME SSD,250,M.2-2280,True,Unknown,Unknown,Unknown,Unknown
Lavender Nova,AMD Ryzen 7 7700X 4.5 GHz 8-Core,8,4500,AM5,Thermalright Frozen Edge 69 CFM Liquid,True,360.0,28.1,Corsair 3500X ARGB ATX Mid Tower,ATX Mid Tower,460.0,240.0,506.0,1,1,TEAMGROUP T-Force Vulcan Eco 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,Gigabyte B850 AORUS ELITE WIFI7 ICE ATX AM5,AMD B850,ATX,8200,ADATA XPG Core Reactor II 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,SK Hynix Platinum P41 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,Radeon RX 9070 XT,16,304
Lean Mean 1440p Machine,AMD Ryzen 5 7600X 4.7 GHz 6-Core,6,4700,AM5,Unknown,Unknown,Unknown,Unknown,Deepcool CH560 ATX Mid Tower,ATX Mid Tower,458.0,230.0,471.0,1,1,G.Skill Trident Z5 Neo RGB 32 GB (2 x 16 GB) DDR5-6000 CL30,6000,DDR5,2 x 16GB,ASRock B650M PG RIPTIDE Micro ATX AM5,AMD B650,Micro ATX,6400,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,GeForce RTX 4070 SUPER,12,220
Lenovo Legion T5,Intel Core i5-10400F 2.9 GHz 6-Core,6,2900,LGA1200,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,TEAMGROUP Elite 16 GB (2 x 8 GB) DDR4-2666 CL19,2666,DDR4,2 x 8GB,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Silicon Power P34A60 256 GB M.2-2280 PCIe 3.0 X4 NVME SSD,256,M.2-2280,True,Unknown,Unknown,Unknown,Unknown
Lian Li 216 RGB Build,Intel Core i7-13700K 3.4 GHz 16-Core,16,3400,LGA1700,Unknown,Unknown,Unknown,Unknown,Lian Li LANCOOL 216 RGB ATX Mid Tower,ATX Mid Tower,480.9,235.0,491.7,1,1,G.Skill Trident Z5 RGB 32 GB (2 x 16 GB) DDR5-6000 CL36,6000,DDR5,2 x 16GB,Asus TUF GAMING Z790-PLUS WIFI ATX LGA1700,Intel Z790,ATX,7200,SeaSonic FOCUS GX 850 W 80+ Gold Certified Fully Modular ATX,850,80+ Gold,Fully Modular,Western Digital WD_Black SN850X 2 TB M.2-2280 PCIe 4.0 X4 NVME SSD,2000,M.2-2280,True,Unknown,GeForce RTX 4070,12,200
Lian Li A3 - 11400/1070ti PC,Intel Core i5-11400 2.6 GHz 6-Core,6,2600,LGA1200,Thermalright Assassin King SE 66.17 CFM,False,0.0,25.6,Lian Li A3-mATX MicroATX Mini Tower,MicroATX Mini Tower,443.0,194.0,306.0,0,1,TEAMGROUP T-Force Vulcan Z 32 GB (2 x 16 GB) DDR4-3200 CL16,3200,DDR4,2 x 16GB,ASRock B560M-HDV Micro ATX LGA1200,Intel B560,Micro ATX,5000,Unknown,Unknown,Unknown,Unknown,"Samsung 870 Evo 1 TB 2.5"" SSD",1000,"2.5""",False,Unknown,GeForce GTX 1070 Ti,8,180
Lian Li A3 mATX (AMD Ryzen 9800X3D w/ MSI RTX 5080),AMD Ryzen 7 9800X3D 4.7 GHz 8-Core,8,4700,AM5,be quiet! Silent Loop 3 76.7 CFM Liquid,True,360.0,29.299999999999997,Lian Li A3-mATX MicroATX Mini Tower,MicroATX Mini Tower,443.0,194.0,306.0,0,1,Klevv CRAS V RGB 48 GB (2 x 24 GB) DDR5-8400 CL40,8400,DDR5,2 x 24GB,Asus ROG STRIX B850-I GAMING WIFI Mini ITX AM5,AMD B850,Mini ITX,8400,MSI MPG A1000GS PCIE5 1000 W 80+ Gold Certified Fully Modular ATX,1000,80+ Gold,Fully Modular,Samsung 990 EVO Plus 1 TB M.2-2280 PCIe 5.0 X2 NVME SSD,1000,M.2-2280,True,Unknown,GeForce RTX 5080,16,360
