component_name,component_link,CAS_Latency,Color,First_Word_Latency,Form_Factor,Heat_Spreader,Manufacturer,Modules,Part__,Price_GB,Speed,Voltage,Speed_MHz,CL,tRCD,tRP,tRAS,ECC_Support,DDR_Type
Corsair Vengeance Rgb 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/KkpQzy/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-cmh64gx5m2b6400c32w,32,White,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMH64GX5M2B6400C32W,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
Corsair Vengeance Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/GD7scf/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-cmh32gx5m2b6000c30w,30,White / Silver,10,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMH32GX5M2B6000C30W,3,DDR5-6000,1.4,5,30,36,36,76,TRUE,DDR5
G.Skill Trident Z5 Rgb 32 Gb (2 X 16 Gb) Ddr5-7200 Cl34,https://pcpartpicker.com/product/VtjBD3/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-7200-cl34-memory-f5-7200j3445g16gx2-tz5rs,34,Silver / Black,9.444,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-7200J3445G16GX2-TZ5RS,3,DDR5-7200,1.4,5,34,45,45,115,TRUE,DDR5
Patriot Viper Elite 5 Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/N48Pxr/patriot-viper-elite-5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-pver532g60c30kw,30,White,10,288-pin DIMM (DDR5),TRUE,Patriot,2 x 16GB,PVER532G60C30KW,3,DDR5-6000,1.35,5,30,40,40,76,TRUE,DDR5
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-5200 Cl40,https://pcpartpicker.com/product/nq8bt6/corsair-vengeance-32-gb-2-x-16-gb-ddr5-5200-cl40-memory-cmk32gx5m2b5200c40w,40,White,15.385,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2B5200C40W,3,DDR5-5200,1.25,5,40,40,40,77,TRUE,DDR5
G.Skill Ripjaws M5 Rgb 64 Gb (2 X 32 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/xHCZxr/gskill-ripjaws-m5-rgb-64-gb-2-x-32-gb-ddr5-6400-cl32-memory-f5-6400j3239g32gx2-rm5rw,32,White,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 32GB,F5-6400J3239G32GX2-RM5RW,3,DDR5-6400,1.4,5,32,39,39,102,TRUE,DDR5
Corsair Vengeance 64 Gb (2 X 32 Gb) Ddr5-6000 Cl40,https://pcpartpicker.com/product/zwYRsY/corsair-vengeance-64-gb-2-x-32-gb-ddr5-6000-cl40-memory-cmk64gx5m2b6000c40w,40,White / Gray,13.333,288-pin DIMM (DDR5),TRUE,Corsair,2 x 32GB,CMK64GX5M2B6000C40W,3,DDR5-6000,1.35,5,40,40,40,77,TRUE,DDR5
G.Skill Trident Z Rgb 32 Gb (4 X 8 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/KJ2rxr/gskill-tridentz-rgb-32gb-4-x-8gb-ddr4-3200-memory-f4-3200c16q-32gtzr,16,Black,10,288-pin DIMM (DDR4),TRUE,G.Skill,4 x 8GB,F4-3200C16Q-32GTZR,3,DDR4-3200,1.35,4,16,18,18,38,TRUE,DDR4
Adata Xpg Lancer Blade Rgb 32 Gb (2 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/FfRwrH/adata-xpg-lancer-blade-rgb-32-gb-2-x-16-gb-ddr5-6400-cl32-memory-ax5u6400c3216g-dtlabrbk,32,Black,10,288-pin DIMM (DDR5),TRUE,Adata,2 x 16GB,AX5U6400C3216G-DTLABRBK,3,DDR5-6400,1.4,5,,,,,TRUE,DDR5
Crucial Ct2K16G4Dfra32A 32 Gb (2 X 16 Gb) Ddr4-3200 Cl22,https://pcpartpicker.com/product/P3TzK8/crucial-32-gb-2-x-16-gb-ddr4-3200-cl22-memory-ct2k16g4dfra32a,22,Green / Black,13.75,288-pin DIMM (DDR4),FALSE,Crucial,2 x 16GB,CT2K16G4DFRA32A,3,DDR4-3200,1.2,4,,,,,TRUE,DDR4
Corsair Dominator Titanium 64 Gb (4 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/jf26Mp/corsair-dominator-titanium-64-gb-4-x-16-gb-ddr5-6400-cl32-memory-cmp64gx5m4b6400c32,32,Black,10,288-pin DIMM (DDR5),TRUE,Corsair,4 x 16GB,CMP64GX5M4B6400C32,3,DDR5-6400,1.4,5,32,40,40,84,TRUE,DDR5
Klevv Cras V Rgb 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/dZ4Zxr/klevv-cras-v-rgb-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-kd5agua80-60a300j,30,White,10,288-pin DIMM (DDR5),TRUE,Klevv,2 x 16GB,KD5AGUA80-60A300J,3,DDR5-6000,1.35,5,30,36,36,76,TRUE,DDR5
Corsair Dominator Titanium 48 Gb (2 X 24 Gb) Ddr5-7600 Cl36,https://pcpartpicker.com/product/vDHqqs/corsair-dominator-titanium-48-gb-2-x-24-gb-ddr5-7600-cl36-memory-cmp48gx5m2x7600c36,36,Black,9.474,288-pin DIMM (DDR5),TRUE,Corsair,2 x 24GB,CMP48GX5M2X7600C36,3,DDR5-7600,1.4,5,36,46,46,96,TRUE,DDR5
Corsair Vengeance 128 Gb (4 X 32 Gb) Ddr5-5600 Cl40,https://pcpartpicker.com/product/HKn9TW/corsair-vengeance-128-gb-4-x-32-gb-ddr5-5600-cl40-memory-cmk128gx5m4b5600c40,40,Black,14.286,288-pin DIMM (DDR5),TRUE,Corsair,4 x 32GB,CMK128GX5M4B5600C40,3,DDR5-5600,1.25,5,40,40,40,77,TRUE,DDR5
Teamgroup T-Force Delta Rgb 32 Gb (2 X 16 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/P7RYcf/team-t-force-delta-rgb-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tf3d432g3600hc18jdc01,18,Black,10,288-pin DIMM (DDR4),TRUE,Teamgroup,2 x 16GB,TF3D432G3600HC18JDC01,3,DDR4-3600,1.35,4,18,22,22,42,TRUE,DDR4
Teamgroup T-Create Expert 48 Gb (2 X 24 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/sbFmP6/teamgroup-t-create-expert-48-gb-2-x-24-gb-ddr5-6400-cl32-memory-ctcwd548g6400hc32adc01,32,White,10,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 24GB,CTCWD548G6400HC32ADC01,3,DDR5-6400,1.35,5,32,39,39,84,TRUE,DDR5
Crucial Ballistix 8 Gb (1 X 8 Gb) Ddr4-3600 Cl16,https://pcpartpicker.com/product/znddnQ/crucial-ballistix-8-gb-1-x-8-gb-ddr4-3600-cl16-memory-bl8g36c16u4b,16,Black,8.889,288-pin DIMM (DDR4),TRUE,Crucial,1 x 8GB,BL8G36C16U4B,3,DDR4-3600,1.35,4,16,18,18,38,TRUE,DDR4
G.Skill Trident Z5 Rgb 32 Gb (2 X 16 Gb) Ddr5-5600 Cl28,https://pcpartpicker.com/product/BMt9TW/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-5600-cl28-memory-f5-5600j2834f16gx2-tz5rk,28,Black,10,288-pin DIMM (DDR5),TRUE,G.Skill,2 x 16GB,F5-5600J2834F16GX2-TZ5RK,3,DDR5-5600,1.35,5,28,34,34,89,TRUE,DDR5
Patriot Viper 3 16 Gb (2 X 8 Gb) Ddr3-1600 Cl9,https://pcpartpicker.com/product/xX8Zxr/patriot-memory-pv316g160c9k,9,Black / Silver,11.25,240-pin DIMM (DDR3),TRUE,Patriot,2 x 8GB,PV316G160C9K,3,DDR3-1600,1.5,3,,,,,TRUE,DDR3
Corsair Vengeance Lpx 8 Gb (2 X 4 Gb) Ddr4-2400 Cl14,https://pcpartpicker.com/product/7KNv6h/corsair-vengeance-lpx-8gb-2-x-4gb-ddr4-2400-memory-cmk8gx4m2d2400c14,14,Black / Yellow,11.667,288-pin DIMM (DDR4),TRUE,Corsair,2 x 4GB,CMK8GX4M2D2400C14,3,DDR4-2400,1.2,4,14,16,16,31,TRUE,DDR4
Corsair Vengeance Rgb Pro 32 Gb (2 X 16 Gb) Ddr4-2666 Cl16,https://pcpartpicker.com/product/XffhP6/corsair-vengeance-rgb-pro-32gb-2-x-16gb-ddr4-2666-memory-cmw32gx4m2a2666c16,16,Black,12.003,288-pin DIMM (DDR4),TRUE,Corsair,2 x 16GB,CMW32GX4M2A2666C16,3,DDR4-2666,1.2,4,16,18,18,35,TRUE,DDR4
Adata Xpg Lancer Rgb 16 Gb (1 X 16 Gb) Ddr5-6400 Cl32,https://pcpartpicker.com/product/xJRwrH/adata-xpg-lancer-rgb-16-gb-1-x-16-gb-ddr5-6400-cl32-memory-ax5u6400c3216g-clarbk,32,Black,10,288-pin DIMM (DDR5),TRUE,Adata,1 x 16GB,AX5U6400C3216G-CLARBK,3,DDR5-6400,1.35,5,,,,,TRUE,DDR5
Kingston Fury Beast 32 Gb (2 X 16 Gb) Ddr4-2666 Cl16,https://pcpartpicker.com/product/B7NxFT/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-2666-cl16-memory-kf426c16bb1k232,16,Black,12.003,288-pin DIMM (DDR4),TRUE,Kingston,2 x 16GB,KF426C16BB1K2/32,3,DDR4-2666,1.2,4,,,,,TRUE,DDR4
Teamgroup T-Create Expert 32 Gb (2 X 16 Gb) Ddr5-6000 Cl38,https://pcpartpicker.com/product/cY9wrH/teamgroup-t-create-expert-32-gb-2-x-16-gb-ddr5-6000-cl38-memory-ctced532g6000hc38adc01,38,Black,12.667,288-pin DIMM (DDR5),TRUE,Teamgroup,2 x 16GB,CTCED532G6000HC38ADC01,3,DDR5-6000,1.25,5,38,38,38,78,TRUE,DDR5
Silicon Power Xpower Zenith Rgb Gaming 16 Gb (2 X 8 Gb) Ddr4-3600 Cl18,https://pcpartpicker.com/product/gVjBD3/silicon-power-xpower-zenith-rgb-gaming-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-sp016gxlzu360bdd,18,Black,10,288-pin DIMM (DDR4),TRUE,Silicon Power,2 x 8GB,SP016GXLZU360BDD,3,DDR4-3600,1.35,4,,,,,TRUE,DDR4
Corsair Vengeance Lpx 64 Gb (4 X 16 Gb) Ddr4-3200 Cl16,https://pcpartpicker.com/product/KdgQzy/corsair-vengeance-lpx-64-gb-4-x-16-gb-ddr4-3200-memory-cmk64gx4m4e3200c16,16,Black / Yellow,10,288-pin DIMM (DDR4),TRUE,Corsair,4 x 16GB,CMK64GX4M4E3200C16,3,DDR4-3200,1.35,4,16,20,20,38,TRUE,DDR4
Silicon Power Xpower Zenith Gaming 32 Gb (2 X 16 Gb) Ddr5-6000 Cl30,https://pcpartpicker.com/product/DzRwrH/silicon-power-xpower-zenith-gaming-32-gb-2-x-16-gb-ddr5-6000-cl30-memory-su032gxlwu60afdesk,30,Black,10,288-pin DIMM (DDR5),TRUE,Silicon Power,2 x 16GB,SU032GXLWU60AFDESK,3,DDR5-6000,1.35,5,30,38,38,96,TRUE,DDR5
Corsair Vengeance 32 Gb (2 X 16 Gb) Ddr5-6000 Cl36,https://pcpartpicker.com/product/mt4Zxr/corsair-vengeance-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-cmk32gx5m2e6000c36w,36,White / Gray,12,288-pin DIMM (DDR5),TRUE,Corsair,2 x 16GB,CMK32GX5M2E6000C36W,3,DDR5-6000,1.4,5,36,44,44,96,TRUE,DDR5
